app_id,app_name,category,description,avg_rating,ratings_count,installs,app_link
25,Unacademy: Learn & Crack Exams,Education,"Unacademy – India’s Largest Online Learning Platform

Prepare for UPSC CSE, IIT JEE, NEET UG, CAT, GATE, CA, NET, Banking, Judiciary and more – all in one app. With India’s top educators from IITs, IIMs & top Medical Colleges, Unacademy is the trusted choice of 10M+ learners across the country.



Why Do Learners Choose Unacademy?


• India’s best UPSC CSE prep – current affairs, prelims, mains, optional & interview guidance


 • JEE & NEET coaching from IIT & Medical experts


• CAT prep with shortcuts, mocks & 99+ percentiler mentors


• GATE, SSC, Banking, CA, NET & Judiciary courses with full syllabus coverage


• CBSE Classes 6th to 12th with concept clarity & exam-focused practice



Everything You Need to Succeed



India’s Top Educators

- Rank producing Educators across all categories

- Extensive teaching experience

- Batches run across the year



Live classes

- Live classes on the platform

- 1:1 Mentorship

- Doubt clearing with Ask a Doubt

- Polls, leaderboards, stats, streak



Tests

- Practice, mock tests and analysis

- Sectional and full length tests

- PYQs

- Detailed performance reports



AI powered learning

- Learn with contextual AI

- Ask questions, and doubts through voice mode

- Practice topics and take tests

- Get summary of a missed class



Special focus on aspirants preparing for UPSC

- 800+ hours of Structured Classes

- Access to Live and Recorded classes

- 40+ weekly sectional and full-length tests (Prelims and Mains)

- 360° coverage of relevant Current Affairs

- Special focus on Essay and GS answer writing



Easy on the pocket

- Most affordable online coaching

- Exciting scholarships across categories



Proven Results, Trusted by Millions

From UPSC toppers to IIT-JEE rank holders, NEET UG doctors, CAT 99+ scorers, and government job achievers – Unacademy has powered thousands of success stories.



Learn Anytime, Anywhere

Access classes, notes & tests on your mobile, tablet, or desktop – all synced for your convenience.



✨ Start your journey today. Download Unacademy and turn your exam dreams into reality.


 Follow us for more updates:

Website: https://unacademy.com
 
YouTube: https://youtube.com/unacademy

Instagram: https://instagram.com/unacademy

Facebook: https://facebook.com/unacademy
",4.08,1242883,"100,000,000+",https://play.google.com/store/apps/details?id=com.unacademyapp
26,"Vedantu | JEE-NEET, Class 1-12",Education,"Vedantu is India's leading online education platform, offering LIVE interactive classes for students from Kindergarten to Grade 12, including courses for competitive exams like IIT-JEE and NEET. Our mission is to make quality education accessible and engaging, ensuring learning never stops.
Key Features:

  LIVE Interactive Classes 🎥: Engage with India's best educators through our interactive platform, making learning dynamic and personalized.
  Instant Doubt Solving ❓: Get your queries resolved instantly during live sessions, ensuring a seamless learning experience.
  In-Class Quizzes and Leaderboards 🏅: Participate in quizzes and track progress with real-time leaderboards, fostering a competitive spirit.
  Comprehensive Study Materials 📖: Access a vast repository of resources like NCERT solutions, previous year question papers, sample papers, and revision notes for classes 1-12 across CBSE, ICSE, and All boards.
  Test Series and Assignments 📝: Boost your exam readiness with meticulously designed test series and assignments for ample practice.
  Flexible Learning Options ⏰: Choose from long-term batches, crash courses, and micro-courses to suit your learning pace and needs.
  Offline Access 📥: Download sessions and materials to continue learning without internet connectivity.

Why Choose Vedantu?

  Expert Educators 👩‍🏫: Learn from experienced teachers from IITs and AIIMS, offering subject expertise and innovative teaching methods.
  Personalized Learning 🎯: Our platform adapts to your learning style, offering insights and recommendations to help you improve.
  Proven Track Record 🏆: Vedantu students have consistently achieved top ranks in board exams and competitive tests.
  Interactive Platform 💻: Our proprietary LMS technology ensures an engaging and immersive learning experience, making education enjoyable.

Courses Offered:

  School Tuitions 🏫: Customized courses for grades 1-12, covering all subjects aligned with CBSE, ICSE, and All boards.
  Competitive Exams 🎓: Specialized coaching for IIT-JEE, NEET, Olympiad, KVPY, NTSE, and other exams, focusing on concept clarity and problem-solving skills.
  Early Learning 🌱: Programs designed for young learners to build a strong foundation in phonics, reading, public speaking, coding and much more in one-to-one classes, workshops, and Summer Camp.

Download the Vedantu App Today 📲:
Transform your learning experience with the Vedantu app. Access live classes, study materials, quizzes, and more, tailored to your educational needs. Join millions of students who trust Vedantu for their academic success.
Follow Us 🌐:

  Facebook
  Twitter
  YouTube
  Instagram

Experience the future of education with Vedantu 🚀 – where learning is engaging, effective, and tailored just for you.",4.35,393580,"10,000,000+",https://play.google.com/store/apps/details?id=com.vedantu.app
27,Swayam,Education,"SWAYAM is a programme initiated by Government of India and designed to achieve the three cardinal principles of Education Policy viz., access, equity and quality. The objective of this effort is to take the best teaching learning resources to all, including the most disadvantaged. SWAYAM seeks to bridge the digital divide for students who have hitherto remained untouched by the digital revolution and have not been able to join the mainstream of the knowledge economy.

This is done through an indigenous developed IT platform that facilitates hosting of all the courses, taught in classrooms from 9th class till post-graduation to be accessed by anyone, anywhere at any time. All the courses are interactive, prepared by the best teachers in the country and are available, free of cost to the residents in India. More than 1,000 specially chosen faculty and teachers from across the Country have participated in preparing these courses.

The courses hosted on SWAYAM will be in 4 quadrants – (1) video lecture, (2) specially prepared reading material that can be downloaded/printed (3) self-assessment tests through tests and quizzes and (4) an online discussion forum for clearing the doubts. Steps have been taken to enrich the learning experience by using audio-video and multi-media and state of the art pedagogy / technology. In order to ensure best quality content are produced and delivered, seven National Coordinators have been appointed: They are NPTEL for engineering, UGC for post-graduation education, CEC for under-graduate education, NCERT & NIOS for school education, IGNOU for out of the school students and IIMB for management studies.

The SWAYAM Android application is designed for students to consume all SWAYAM content anywhere, anytime and anywhere.",4.16,54253,"10,000,000+",https://play.google.com/store/apps/details?id=in.gov.swayam.app
28,edX online learning,Education,"Meet the online learning platform that prepares you for every career moment. Register for free to discover:

- Options for every budget, from free courses to professional certificates to full degrees.
- World-class content partners like MIT, Harvard, Amazon, and Google.
- Upskilling opportunities in critical disciplines like AI, supply chain, and sustainability.

It’s never too late or too early to join edX. Our courses and programs meet you where you are in your professional trajectory. You can:

- Switch industries. Launch, change, or advance your tech career with immersive boot camps.
- Strengthen your résumé. Deepen your expertise and showcase your skills with professional certificate programs.
- Level up as a leader. Learn to lead initiatives and teams with executive education programs. 
- Earn a degree. Unlock new career opportunities with master’s, doctorate, and undergraduate degree programs.

Make your next career move on your schedule. With edX’s free mobile app, you can:

- Stream online courses in AI, cybersecurity, data science, and more.
- Download course materials and transcripts for uninterrupted access.
- Test your knowledge with quizzes, assignments, and exams.
- Discover and enroll in new courses and programs as your skills evolve.

Ready to get started? So are we. Download the app and register for free in minutes.

Visit: edx.org
Like: facebook.com/edx
Follow: x.com/edxonline and instagram.com/edxonline",4.62,111774,"10,000,000+",https://play.google.com/store/apps/details?id=org.edx.mobile
29,"Groww Stock, Mutual Fund, Gold",Finance,"Groww is India's No.1 Stock Broker 🏆, trusted by 4 Crore+ Indians. Open a free demat account and start investing & trading.

🚀Groww is your one app to invest & trade in:
👉Stocks
👉Mutual Funds
👉Futures and Options Trading (F&O)
👉Gold and Silver
👉Margin Trading Facility (MTF)
👉Commodity Derivatives: Gold, Silver, Crude Oil, Natural Gas and more
👉Exchange Traded Funds (ETFs)
👉IPO
👉Bonds
👉API Trading

Reasons why Indians love investing on Groww
👉 Free demat account (Individual, HUF, Corporate)
👉 0 AMC & no hidden charges
👉 24*7 customer support

⭐Stocks, ETFs, IPO, MTF & Intraday Trading
• Open a free demat & trading account in minutes
• Buy & Sell stocks listed on NSE & BSE stock exchanges
• Boost trades with up to 5X leverage on Intraday Trading
• Auto-invest in Stocks & ETF with SIP
• Buy up to 4X more stocks with MTF (Margin Trading Facility)
• Explore fundamentals & financials of popular stocks like Angel One, 5Paisa Capital, Meesho, ICICI Pru, Vodafone Idea etc.
• Apply for upcoming stock market IPOs
• Trade using TradingView’s advanced charts
• Set alerts to track stock price movements for trading & investing decisions
• Trade smarter with Intraday Screener
• Set Target & Stoploss both with OCO order for Intraday Trading
• Get insights on your investing or trading portfolio’s performance, allocation, risk, dividends & XIRR with Portfolio Analysis

⭐Mutual Funds Investing
• Invest in direct mutual funds with 0% commission
• Estimate portfolio returns with SIP calculator
• Track all your Mutual Funds investments in ONE place - Import & Redeem external funds easily
• Save tax up to Rs.46,800 with Tax Saving Mutual Funds (ELSS funds)
• Invest money via SIP or lumpsum in Mutual Funds offered by AMCs like Zerodha, SBI, Quant, Parag Parikh, Bandhan, HDFC, Motilal Oswal, Axis, ICICI Mutual Fund etc.
• Switch from one fund to another within the same fund house, without having to redeem it

⭐Futures & Options Trading (F&O)
• Track Indian & Global Indices like NIFTY, SENSEX, NASDAQ, GIFT NIFTY, NIFTY MIDCAP, NIFTY NEXT 50 etc to make informed trading calls
• Trade better in Futures & Options with Safe Exit, Advanced Option Chain, Instant Pledge etc
• Use advanced charts to invest smarter & make informed futures & options trading calls
• Super-fast Options Trading with multiple indicators & live portfolio overview.
• Place Basket Orders with convenience during option trading
• Trade above freeze quantity in Options
• Test your strategy with Payoff Graph & trade with confidence in futures & options 
• Exit your F&O positions instantly in a click with Fast Exit

⭐Commodity Derivatives Trading
• Trade in Gold, Silver, Crude Oil, Natural Gas, Zinc, Aluminium & Copper
• Trades executed in under 0.05 seconds for a smooth experience
• Pledge your stock holdings to boost your margin and take larger positions

Personal Loans
• Tenure: 3 to 60 months
• APR: 13-48%

Registered NBFCs & Banks (lenders)
• IDFC First Bank Ltd
• Kisetsu Saison Finance (India) Pvt Ltd
• Groww Creditserv Technology Pvt Ltd
• Poonawalla Fincorp Ltd
• EarlySalary Services Private Limited
• DSP Finance Private Ltd

Groww is acting as the DLA for the above lenders.

Example:
Tenure-12 months
Rate of Interest-15% per annum
Processing fee-₹1000 (2% inclusive GST)
Total Interest-₹4156
EMI-₹4513
APR-18.89%
Amount Disbursed-₹49000
Total repayment amount-₹54156

Groww Invest Tech Pvt Ltd
SEBI Registration no: INZ000301838
Member Code: BSE-6699  NSE-90187, MCX- 57420
Segment/s: Cash & FNO (Equity & Commodity Derivatives)

Privacy policy: https://groww.in/privacy-policy
Groww’s registered office: Vaishnavi Tech Park, South Tower, 3rd floor, Sarjapur Main Road, Bengaluru, Karnataka-560103

Groww is India's No.1 Stock Broker in terms of active customers as per NSE data dated October 31, 2025.",4.83,2121364,"100,000,000+",https://play.google.com/store/apps/details?id=com.nextbillion.groww
30,Binance: Buy Bitcoin & Crypto,Finance,"Securely buy, sell, and hold cryptocurrencies like Bitcoin (BTC), Ethereum (ETH), Ripple (XRP), Dogecoin (DOGE), Pepe (PEPE) & Shiba Inu (SHIB) with low trading fees. Trusted by over 30 crore users worldwide, Binance is the world’s largest cryptocurrency exchange*
Here is why:

TRADE YOUR FAVORITE TOKENS AND MORE

Trade over 500 listed cryptocurrencies, including Bitcoin (BTC), Ethereum (ETH), Solana (SOL), Ripple (XRP), Dogecoin (DOGE), Pepe (PEPE) & Shiba Inu (SHIB)
Track the market using price alerts and trade with advanced trading tools.
Set up Convert Recurring orders to buy crypto every hour, day, week or month.
Enjoy best-in-class liquidity on each crypto trade. 
Buy cryptocurrency and fund your wallet in minutes with flexible payment options, including direct crypto deposit and peer-to-peer (P2P) trading.
Find leading traders and replicate their trading strategies with one tap.

EARN DAILY REWARDS ON YOUR IDLE ASSETS

Earn rewards from Flexible and Locked Staking, Dual investment and yield farming. Reap the benefits of staking  popular assets like USDT, USDC, Bitcoin (BTC) or Ethereum (ETH)
Discover and support emerging blockchain and crypto projects with exclusive airdrops on Binance MegaDrop.
Trade on chain Web3 Tokens with Binance Alpha

SECURE, COMPLIANT, AND REGULATED CRYPTO EXCHANGE

Binance is the most regulated crypto exchange in the world, with licenses, registrations, and approvals across multiple jurisdictions.
All user funds are held 1:1 in a Secure Asset Fund for Users (SAFU) worth $1 billion. 
Our system is secured with state-of-the-art security measures, including real-time risk monitoring, strict KYC protocols, and advanced end-to-end data encryption.

FAST AND SECURE KYC PROCESS

Binance partners with leading KYC vendors to provide a speedy registration process, so you can verify your Binance account and buy Bitcoin in minutes.

SPEND, SAVE OR SEND CRYPTO

Make secure crypto transfers from your wallet to your friends and family

EXPLORE THE BEST OF WEB3, CRYPTO, AND THE BLOCKCHAIN

Get tailored blockchain and crypto Web3 content delivered to your app. 
Unlock the future of finance with the Binance Wallet, your all-in-one crypto web3 wallet within the Binance app. Seamlessly trade your favorite tokens on-chain, access multiple blockchains, and explore top dApps without leaving your wallet. Effortlessly transfer funds between exchange and wallet, and navigate CeFi, DeFi, and Web3 with ease. Manage your cryptocurrencies, execute token swaps, and earn yields securely with our advanced bitcoin wallet.

ACCESS 24/7 CUSTOMER SUPPORT. Get help from 24/7 live chat customer support
Let us help you on your crypto journey, whether you’re an avid crypto trader or a beginner looking to buy Bitcoin.

*by trading volume - Source: coinmarketcap.com/rankings/exchanges

**Conversion prices quoted by Binance are for its own account, which may reflect prevailing market conditions. Such quoted prices are off-market, may vary over time, and may not represent the best available price on the platform or in the market.

***Region Limitation Disclaimer: This is a general announcement. Products and services referred to here may not be available in your region. Crypto products and NFTs are unregulated and can be highly risky. There may be no regulatory recourse for any loss from such transactions. Not investment advice. 

***Binance App is available only to non-U.S. citizens and residents. For U.S. citizens and residents, please install the Binance.US App.

Investment involves risk.

Nest Services Limited
House of Francis, Room 303, IIe Du Port Mahe, 28001
Seychelles


Still undecided? Download now and discover why over 30 crore users choose Binance to buy crypto, trade over 500 cryptocurrencies, and securely hold their assets. The Binance App goes beyond your traditional trading app, enabling users to learn more about blockchain, earn passive income through staking, and spend their cryptocurrency.",4.57,3979166,"100,000,000+",https://play.google.com/store/apps/details?id=com.binance.dev
31,Upstox Stocks IPO Mutual Funds,Finance,"Welcome to Upstox! We're here to help you Invest Right in Stocks, Mutual Funds, IPOs, Fixed Income, Fixed Deposits, T-Bills, Bonds & Gold for long-term wealth building. And trade in Equities, Options, Futures, Currencies & Commodities via our mobile and desktop platforms. We’re trusted by 1.3+ Cr Indians and backed by the late Mr. Ratan Tata.

1. Upstox Pro for Traders: Helps You Trade Right

• Advisory services by SEBI-registered RAs
• Strategy Chain with preset strategy templates, Greeks, PCR, Max Pain & India VIX
• Smartlists: Most Active, Top Traded, OI/IV Gainers
• Futures Heatmap for trend spotting
• Ready-made Option Strategies
• TradingView, Scalper, Chart 360 for technical analysis
• Fundamental + Technical data with Trend insights
• Deep OI analysis for NIFTY50, BANK NIFTY, FINNIFTY
• FII/DII flows + Global indices (US30, Dow Jones, S&P)
• Tick-by-tick charts for precision analysis
• Trade above Freeze Quantity via Order Slicing
• Stop-Loss, Limit, Cover & GTT till expiry
• Basket Orders (up to 20) with hedging benefits
• Trade directly from TradingView & Option Chain
• DDPI for selling stocks without TPIN
• Auto-trading with GTT + Trailing SL
• Up to 90% margin against Stocks/SGBs/ETFs for Options
• Up to 4X leverage via MTF (Equity Delivery)
• 5X leverage for Equity Intraday

2. Upstox for Investors: Helps You Invest Right

• Detailed IPO analysis with company financials and subscription data
• Curated stock lists for beginners & active traders
• 6-point stock checklist + Analyst Buy/Sell/Hold ratings
• Stock SIP & 365-day Limit Orders
• Investment ideas: Match NIFTY50, All-Weather Investing
• Top Rated Mutual Funds & ETFs; save up to 2% with Direct Plans
• SIP calculator; ₹0 commission on MF investing
• Easy UPI-based investing
• SGBs: Gold returns + 2.5% interest
• Best-rated Gold Funds & ETFs
• Tailored insurance coverage based on lifestyle & expenses
• Top-rated plans using Claim Ratio, Solvency & Complaints
• Easy buy/manage/claim experience
• Jargon-free learning tools for confident decisions
• Goal-based investing & smart insights on tax/insurance
• Fixed Income at rates up to 9.4% p.a.

Brokerage & Charges

• ₹0 Demat AMC
• ₹0 commission on Mutual Funds, IPOs & SGBs
• Up to ₹20/order for Equity, F&O, Currency, Commodity

Disclaimer:

https://upstox.com/terms-of-use-and-privacy-policy/

Attention Investors & Disclaimer

Upstox Securities Pvt. Ltd.: SEBI Registration No. INZ000315837 | NSE TM Code: 13942 | BSE TM Code: 6155 | MCX TM Code: 46510 | CDSL Reg No.: IN-DP-761-2024 | CIN: U65100DL2021PTC376860 Compliance Officer: Mr. Kapil Jaikalyani | Tel: (022) 24229920 | Email: compliance@upstox.com Registered Address: 809, New Delhi House, Barakhamba Road, Connaught Place, New Delhi - 110001 Correspondence Address: 30th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar (West), Mumbai -400013 Complaints: complaints@upstox.com | complaints.mcx@upstox.com

Investment Disclaimer:

Investments in the securities market are subject to market risks; read all the related documents carefully before investing. *Brokerage will not exceed the SEBI prescribed limit, and Annual Maintenance charges are free upto one year for users onboarded from 14-Feb-2025 onwards.*Risk disclosures: Derivatives | Mutual Funds | IPO | Pledge of Securities | Unauthorised Trading | Third Party Products we do not authorise any person or organisation to conduct trades on behalf of Upstox customers. If you find anyone claiming to be part of Upstox or RKSV and offering such services, please email: complaints@upstox.com",4.38,476727,"10,000,000+",https://play.google.com/store/apps/details?id=in.upstox.app
32,"Navi: UPI, Insurance & Loans",Finance,"Navi, your all-in-one financial superapp designed for diverse financial needs, offers a range of services for your convenience. From lightning-fast UPI payments to smart investments in mutual funds and gold, quick cash loans, reliable health insurance coverage, and effortless home loans, Navi has you covered. Download the Navi app and unlock a world of possibilities for your financial well-being.

1. Navi UPI
Simplify money transfers with Navi UPI (NPCI Approved).
Navi UPI Features
✅ Instantly transfer money to anyone, anytime
✅ Pay bills and recharge online
✅ Conveniently scan and pay at any store
✅ Seamlessly make online payments on various apps
✅ Enjoy hassle-free payments with Navi UPI Lite, no PIN required

2. Investments
Discover diverse investment opportunities with mutual funds and digital gold.
Navi Mutual Fund Features
✅ Diversify with Direct Index Funds for better growth
✅ Flexible SIP options: daily, weekly, or monthly
✅ Zero commission & one of lowest expense ratios for cost-effective investing
✅ Fastest redemption order payout in the industry
✅ Invest till 3 PM and get the same-day NAV for better returns
✅ Investment starts with just ₹100

Remember, mutual fund investments are subject to market risks; read all scheme related documents carefully.

Navi Gold Features
✅ 24K Digital Gold
✅ 99.9% purity
✅ Investment starts with just ₹50

3. Navi Health Insurance
Safeguard yourself and your family's financial future with Navi Health Insurance.
Navi Health Insurance Features
✅ Coverage up to ₹3 crore
✅ Health insurance premiums starting at just ₹350* per month
✅ Experience quality healthcare at over 12,000+ network hospitals*
✅ Cashless claim settlement within 20 minutes*
✅ Benefit from 100% coverage* of hospital bills through a paperless process

4. Navi Finserv Cash Loan
Access instant cash loans of up to ₹20 lakh
Navi Finserv Cash Loan features
✅ Enjoy competitive interest rates from 12.06% to 29.96% per annum
✅ Choose from flexible loan tenures up to 84 months
✅ Experience a fully digital loan process with instant fund transfer to your bank account
✅ Qualify with a minimum household income of ₹3 Lakh per annum

Example of How Navi Cash Loan works:
Loan Amount = ₹30,000
ROI = 18%
EMI = ₹2,750
Total Interest Payable = ₹2,750 x 12 months - ₹30,000 = ₹3,000
Total Amount Payable = ₹2,750 x 12 months = ₹33,000
*Note: These numbers are for representation purposes only. Final APR will depend on the customer's credit assessment.
*APR (Annual Percentage Rate) is the total cost you'll pay for borrowing money over a year. It includes the interest rate plus any fees charged by the lender. APR gives you a clear picture of how much a loan will really cost you.

5. Navi Home Loan
Book that dream home with home loans up to ₹5 crore with flexible EMI options and a sanction offer letter within 5 minutes
 Navi Home Loan Features
✅ Loan Amount up to ₹5 Crore
✅ Interest Rate up to 13%
✅ Loan Tenure up to 30 Years
✅ Zero Processing Fees
✅ Up to 90% LTV
✅ Navi Home Loan is available in Bengaluru, Chennai & Hyderabad

6. Referral Program
Discover endless rewards with Navi's referral program! Share the Navi app with friends and family, and unlock exclusive rewards for every successful referral.

About Navi 
- Navi app is developed & owned by Navi Limited (formerly known as Navi Technologies Limited), founded by Sachin Bansal and Ankit Agarwal, in December 2018.
- Cash Loans and Home Loans are provided by Navi Finserv Limited, a Non-Deposit taking systemically important NBFC registered & regulated by the RBI.
- Health Insurance is offered by Navi General Insurance Limited, registered with the IRDAI as a general insurer.
- Navi Mutual Fund, registered with the SEBI, offers multiple mutual fund schemes to investors.
- Navi UPI is NPCI approved.",4.49,4871998,"100,000,000+",https://play.google.com/store/apps/details?id=com.naviapp
33,LinkedIn: Community & Network,Business & Job Search,"Welcome to LinkedIn – The Professional Network That Works for You

Build your career, grow your network, and unlock opportunities with LinkedIn, your trusted platform for meaningful professional connections.

Explore Key Features:

Seamless Job Search
- Effortlessly find roles that align with your skills and interests using LinkedIn’s AI-powered tools.
- Set personalized job alerts to stay ahead of potential opportunities.
- Quick Apply: Use your LinkedIn profile or resume to apply for jobs in just a few clicks.

Engage With Business News & Insights
- Stay updated on industry trends and company news to make informed career decisions.
- Access content shared by industry leaders, explore collaborative articles, and join engaging conversations within your community.

Professional Networking That Matters
- Build meaningful connections with colleagues, peers, and industry experts.
- Engage with a community of professionals who share your interests and goals.
- Enhanced Visibility: Members who share posts and updates twice a week enjoy up to 5x more profile views, boosting their professional reach.

Strengthen Your Professional Brand
- Showcase your skills, achievements, and projects to underscore your expertise.
- Verification Badges: Add a verification badge to signal authenticity and build trust—verified members see 60% more profile views on average.

Join a Trusted and Secure Community
- Grow and engage in a secure platform backed by LinkedIn’s verification features. Verified profiles, workplace credentials, and educational backgrounds create a trusted environment for connections and opportunities.
- Collaborate with like-minded professionals in a space designed to foster meaningful and productive relationships.

Why Premium?

Boost your LinkedIn experience with Premium tools and insights:
- See who views your profile.
- Access exclusive content, learning courses, and salary data.
- Network confidently with InMail messages.

We ask for a few permissions when you use this app. Here’s why: http://linkd.in/1l0S8Y

LinkedIn members have the option to verify their identity by securely uploading a government ID and/or taking a live selfie using certain trusted partners. For more information about the data collected by our trusted partners through this process and the periods for which it will be retained, see: https://www.linkedin.com/help/linkedin/answer/a1359065

LinkedIn empowers millions of professionals worldwide to grow, connect, and succeed. With nearly 16,000 connections made every minute, your next opportunity starts here. Upgrade to Premium and make the most of LinkedIn today.

We ask for a few permissions when you use this app. Here’s why: http://linkd.in/1l0S8Y

LinkedIn members have the option to verify their identity by securely uploading a government ID and/or taking a live selfie using certain trusted partners. 

For more information about the data collected by our trusted partners through this process and the periods for which it will be retained, see: https://www.linkedin.com/help/linkedin/answer/a1359065",4.29,3418995,"1,000,000,000+",https://play.google.com/store/apps/details?id=com.linkedin.android
34,Indeed Job Search,Business & Job Search,"Discover your next job opportunity on Indeed, the free job search app designed to connect you with better work anytime, anywhere.

Forget the other job search apps. With 12 jobs added every second and smart search filters to quickly narrow in on your ideal role, your next job is at your fingertips.

Whether casually browsing or urgently applying, Indeed has the jobs you want, all in one place, with advanced functionality to help you find work that meet your needs and easily apply from your device. 

• Search the comprehensive database to find jobs, which includes employment opportunities posted on other job search sites, and explore recommended roles based on your preferences and work experience.

• Upload your resume or use Indeed’s resume builder to show your best self to employers and let your next job find you.

• Apply with your saved resume to avoid rewriting the same information for each job application during your job search.

• Keep track of applications during your job search and get notified when an employer has read and responded to your application on Indeed.

• Understand what employees think about their workplace with more than 700 million company ratings and reviews.

• Uncover what a job pays before you apply with more than 1.1 billion salaries searchable by job title, company, and location.

• Find jobs with flexible work options using our smart search filters, including: remote jobs, side jobs, freelance jobs, part time jobs, and jobs that allow you to work from home or work from anywhere.

No matter where you are in your career, our job search app lets you show your best self, from application to interview. At Indeed, we help people get jobs.


 Indeed may display job listings that are created and provided by third parties such as government entities. Indeed is not affiliated with, and does not represent, any such parties or government entities.

By downloading this app, you agree to Indeed's Cookie Policy, Privacy Policy and Terms of Service found at www.indeed.com/legal, where you may avail of your rights at any time, including the right to object to the legitimate interest use of your personal data for marketing purposes. You further agree that by downloading this app, Indeed may process, analyze, and record any and all activities you take while using the app and any and all interactions and communications you have with, on, or through the app. We do so in order to optimize user experience and achieve the proper functioning of the app. In order to provide you with certain services and support ad attribution, user data, such as your IP address or other unique identifier and event data related to the installation of the Indeed App, may be shared with certain service providers when you download or install this app.

This is performed for the legitimate interest of allowing Indeed to understand and optimize our users' complete customer journey by:

- helping us understand how users arrive to Indeed
- better measure the performance of our ads;
- facilitating user logins through third party accounts in certain cases; and
- helping us understand where a user accesses Indeed through different devices

Please send your feedback to android@indeed.com

Do Not Sell My Personal Information: https://www.indeed.com/legal/ccpa-dns
 ",4.47,11954810,"100,000,000+",https://play.google.com/store/apps/details?id=com.indeed.android.jobsearch
35,WorkIndia Job Search App,Business & Job Search,"WorkIndia – Free Job Search App for Everyone!

Find your dream job anywhere in India with WorkIndia, the best free job app to search online jobs, part time jobs, and local jobs in your city. Apply directly to verified companies and call HR directly — no consultancy or middlemen involved.

WorkIndia connects blue collar and grey collar candidates with trusted employers across India. Whether you’re looking for delivery jobs, driver jobs, back office jobs, or fresher jobs, WorkIndia helps you get hired faster.

Why Choose WorkIndia
• 100% Free Job App — No consultancy or hidden charges
• Direct HR contact — Call HR directly and fix your interview instantly
• Verified companies only — Trusted by 50,000+ employers
• Online job search made simple — Apply anytime, anywhere
• Available in Hindi & English — Apna job chahiye? Apply in your language!
• 30-sec registration — Get started and find the right job quickly

Popular Job Categories on WorkIndia
Find jobs across every profession and skill level:
• Delivery Jobs – Zomato, Swiggy, Dunzo & more
• Driver Jobs – Car, cab & logistics drivers
• Back Office Jobs – Data entry, office admin & assistant roles
• Field Sales Jobs – Marketing, on-ground, and technician roles
• Telecaller Jobs – Call center & customer care
• Beautician & Salon Jobs – Local parlour opportunities
• Cook, Housekeeping & Hotel Staff Jobs – Hospitality sector openings
• Work From Home Jobs – Online, remote & flexible jobs

Find Jobs by Location
We serve PAN India! Get local jobs in Mumbai, Delhi, Bangalore, Chennai, Pune, Kolkata, Ahmedabad, Hyderabad, Jaipur, Surat, and 1000+ cities across India.
Apna naukri ab apne city mein payein – apply free with WorkIndia and start earning today!

Features You’ll Love
• Personalized job alerts based on your location & skill
• Direct interview calls from HR — skip the middleman
• Simple interface — easy, quick, and user-friendly
• Reviews from other candidates before applying
• Resume builder & interview tips for fresher candidates

Start Your Job Search Today
Download WorkIndia: Job Search App, India’s most trusted platform for online job search. Whether you’re a fresher or experienced, full-time or part-time — find verified jobs, call HR directly, and start your career journey for free.
Apna job payein, apne sapne poore karein — #WorkIndiakeSaath!",4.3,342320,"10,000,000+",https://play.google.com/store/apps/details?id=in.workindia.nileshdungarwal.workindiaandroid
